finding_id	selected_order	closure_id	severity	source_anchor	route	entrypoint	environment_probe	command	literal_output	exit_status	red_result	disposition	revisit_trigger	evidence_path	evidence_sha256	report_path	report_sha256	prior_disposition	correction_reason	revalidation_status	revalidation_batch
187-R2-I06-019	263	187-R2-I06	P1	Packages/dev.unity2foxglove.sdk/Tests/Unit/Harness/RuntimeValidationOptimizationTests.cs@54a3043fa24de65787ea19a9bbeae4793ba766da:54; Packages/dev.unity2foxglove.sdk/Tests/Runtime/ValidationNamingGuardsValidation.cs@cc21d4a5a3bde8a98702accad16f1c1dac1e4377:54; current_primary_sha256=93be276f24524ee1876e3d57171d2088e9adee4a49168f88de053a1a98a3b0d4	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i06-owner-revalidation.jsonl	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I06-020	264	187-R2-I06	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase134_33Validation.cs@723a90489bbcaa606410071bdcc9d6e676f4f59f:1-EOF; current_primary_sha256=da1be26fc828d93987e41c0f6037b9921e7c68141030e3bdb959cafa4e8a728f	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i06-owner-revalidation.jsonl	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I06-022	265	187-R2-I06	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/ValidationRegistryDescriptiveNamesValidation.cs@2dbb562632f57c913af0d4e0395b834f4c3540ae:2; Packages/dev.unity2foxglove.sdk/Tests/Runtime/PhaseValidationRegistry.cs@6405fc636afdfc7505f59f9150865983b605f7be:2; current_primary_sha256=88f525fa9b6262b0ee5502daccb112730c0c9a9354d193b97758585131e2e088	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i06-owner-revalidation.jsonl	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I06-024	266	187-R2-I06	P1	Scripts/architecture/analyze_coupling.py::run_git_ls_files	DIRECT_SOURCE_FIXTURE	Python subprocess fixture	direct deterministic subprocess fixture	python -B .../I06-024-revalidation/probe.py; focused unittest	BASELINE RED=NEWLINE_PATH_SPLIT; GREEN=NUL_PATHS_PRESERVED	0	RED_REPRODUCED_BEFORE_FIX	CONFIRMED_FIXED	reopen if helper behavior regresses	build\phase187-round4\r4.1-real-environment-revalidation\i-series\I06-024-transaction\VERIFICATION.txt	f5d0f107b81a0a354fe63b805c1a49985fbeade917ba07b77cd8d5e76af1967a	Plan\187\round2-provisional-remediation\deepwiki\187-R2-I06\024*	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior batch mapping invalid; direct NUL-path RED/GREEN proves fix	REVALIDATED_FIXED	R4.1-CORRECTION-I06-024
187-R2-I06-025	267	187-R2-I06	P1	Scripts/architecture/analyze_coupling.py::read_text	DIRECT_SOURCE_FIXTURE	Python mutation fixture	python -m unittest ...test_read_text_rejects_source_changed_during_read	BASELINE mutable read accepted changes; GREEN source mutation rejected	0	RED_REPRODUCED_BEFORE_FIX	RED_REPRODUCED_BEFORE_FIX	CONFIRMED_FIXED	reopen if helper behavior regresses	ca854d67db5213e5b10038abfb35d5fde55c3186e23fca954a34825c1bfd1374	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	CLOSED	R4.1-CORRECTION-I06-025	R4.1-CORRECTION-227
187-R2-I06-026	268	187-R2-I06	P1	Scripts/architecture/analyze_coupling.py@45a78892b031b3f4be2e87608f5862a56742b50d:45; Packages/dev.unity2foxglove.sdk/Tests/Runtime/PhaseValidationRegistry.cs@6405fc636afdfc7505f59f9150865983b605f7be:45; Scripts/architecture/test_architecture_tooling.py@35c5dd474c845c09407ac7c2340e847436172dc4:45; current_primary_sha256=6e8830aa03d4ddc676ac64e33b5ac3d17b02093864acaa6fba78d617a8b07f0f	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i06-owner-revalidation.jsonl	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I06-027	269	187-R2-I06	P1	Scripts/architecture/analyze_coupling.py@45a78892b031b3f4be2e87608f5862a56742b50d:45; Scripts/architecture/test_architecture_tooling.py@35c5dd474c845c09407ac7c2340e847436172dc4:45; current_primary_sha256=6e8830aa03d4ddc676ac64e33b5ac3d17b02093864acaa6fba78d617a8b07f0f	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i06-owner-revalidation.jsonl	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I06-028	270	187-R2-I06	P1	Scripts/architecture/analyze_coupling.py@45a78892b031b3f4be2e87608f5862a56742b50d:45; Scripts/architecture/test_architecture_tooling.py@35c5dd474c845c09407ac7c2340e847436172dc4:45; current_primary_sha256=6e8830aa03d4ddc676ac64e33b5ac3d17b02093864acaa6fba78d617a8b07f0f	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i06-owner-revalidation.jsonl	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I06-029	271	187-R2-I06	P1	Scripts/architecture/analyze_coupling.py::read_text	DIRECT_SOURCE_FIXTURE	Python 3 direct source fixture	direct deterministic source-level probe	python -B .../I06-029-revalidation/probe.py; focused unittest	ORIGINAL_RESULT contains U+FFFD; RED=LOSSY_REPLACEMENT_ACCEPTED; GREEN=OK	0	RED_REPRODUCED_BEFORE_FIX	CONFIRMED_FIXED	reopen if helper behavior regresses	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I06-029-transaction/VERIFICATION.txt	88861c2e25f2164751466cd6ae7f68cb420039eace45cc2b362504217b40e394	Plan/187/round2-provisional-remediation/deepwiki/187-R2-I06/029*	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior batch mapping was invalid; direct source-bound revalidation recorded	REVALIDATED_FIXED	R4.1-CORRECTION-187-R2-I06-029
187-R2-I06-031	272	187-R2-I06	P1	Scripts/architecture/analyze_coupling.py::write_output	DIRECT_SOURCE_FIXTURE	Python 3 direct source fixture	direct deterministic source-level probe	python -B .../I06-031-revalidation/probe.py; focused unittest	AFTER_FAILURE='PARTIAL'; RED=LAST_GOOD_DESTROYED; GREEN=OK	0	RED_REPRODUCED_BEFORE_FIX	CONFIRMED_FIXED	reopen if helper behavior regresses	build/phase187-round4/r4.1-real-environment-revalidation/i-series/I06-031-transaction/VERIFICATION.txt	26312011b9ad7b44a03172287cdb3a54eb75b8eada221cff5030bb337c333678	Plan/187/round2-provisional-remediation/deepwiki/187-R2-I06/031*	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior batch mapping was invalid; direct source-bound revalidation recorded	REVALIDATED_FIXED	R4.1-CORRECTION-187-R2-I06-031
187-R2-I06-033	273	187-R2-I06	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/Program.cs@36a010ee7f1d34f2ae12ec45ec01b766b964acea:36; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase163_44Validation.cs@981252e834e35d3696450be77f5a1edcd1bf1c26:36; current_primary_sha256=01adaa6c9ba1d3908b366ef7396639e5ae9be0f7bdcccdb6246324a0c1ce64ce	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i06-owner-revalidation.jsonl	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I06-034	274	187-R2-I06	P1	Scripts/architecture/analyze_coupling.py@45a78892b031b3f4be2e87608f5862a56742b50d:45; Scripts/architecture/test_architecture_tooling.py@35c5dd474c845c09407ac7c2340e847436172dc4:45; current_primary_sha256=6e8830aa03d4ddc676ac64e33b5ac3d17b02093864acaa6fba78d617a8b07f0f	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i06-owner-revalidation.jsonl	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I06-035	275	187-R2-I06	P1	Scripts/architecture/analyze_coupling.py@45a78892b031b3f4be2e87608f5862a56742b50d:45; current_primary_sha256=6e8830aa03d4ddc676ac64e33b5ac3d17b02093864acaa6fba78d617a8b07f0f	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i06-owner-revalidation.jsonl	ecf9fa52ea95fc3f0c17ec44b911cc2ae1cc3f913ffacf07821fdfb8b6eb4e71	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I06.md	9e63dace058d269fb41dcc6e349aaf0948e325e8467c138e966a377c60c7d2fd	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I07-001	276	187-R2-I07	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/FoxRunWireHardeningValidation.cs@0acd946a6f8f66ec1092b9e586400928f78bb47a:1-EOF; current_primary_sha256=62f8e6af22ef897bad76f989dffddce51299acba56c5ebdc05f5e35c123e37da	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit-adapter	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i07-owner-revalidation.jsonl	2740c36efbf5cb611a9d5427820a182d957101f0da3d160ba5d73ef8134f2da0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I07.md	eda8e3097740f1eff737b6985c5cab6cf42183ee038c55d58d59418a561c14f2	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I07-002	277	187-R2-I07	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/FoxRunWireHardeningValidation.cs@0acd946a6f8f66ec1092b9e586400928f78bb47a:1-EOF; current_primary_sha256=62f8e6af22ef897bad76f989dffddce51299acba56c5ebdc05f5e35c123e37da	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit-adapter	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i07-owner-revalidation.jsonl	2740c36efbf5cb611a9d5427820a182d957101f0da3d160ba5d73ef8134f2da0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I07.md	eda8e3097740f1eff737b6985c5cab6cf42183ee038c55d58d59418a561c14f2	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I07-003	278	187-R2-I07	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/FoxRunWireHardeningValidation.cs@0acd946a6f8f66ec1092b9e586400928f78bb47a:1-EOF; current_primary_sha256=62f8e6af22ef897bad76f989dffddce51299acba56c5ebdc05f5e35c123e37da	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit-adapter	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i07-owner-revalidation.jsonl	2740c36efbf5cb611a9d5427820a182d957101f0da3d160ba5d73ef8134f2da0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I07.md	eda8e3097740f1eff737b6985c5cab6cf42183ee038c55d58d59418a561c14f2	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I07-005	279	187-R2-I07	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/FoxRunWireHardeningValidation.cs@0acd946a6f8f66ec1092b9e586400928f78bb47a:1-EOF; current_primary_sha256=62f8e6af22ef897bad76f989dffddce51299acba56c5ebdc05f5e35c123e37da	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit-adapter	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i07-owner-revalidation.jsonl	2740c36efbf5cb611a9d5427820a182d957101f0da3d160ba5d73ef8134f2da0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I07.md	eda8e3097740f1eff737b6985c5cab6cf42183ee038c55d58d59418a561c14f2	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I07-007	280	187-R2-I07	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/FoxRunWireHardeningValidation.cs@0acd946a6f8f66ec1092b9e586400928f78bb47a:1-EOF; current_primary_sha256=62f8e6af22ef897bad76f989dffddce51299acba56c5ebdc05f5e35c123e37da	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit-adapter	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i07-owner-revalidation.jsonl	2740c36efbf5cb611a9d5427820a182d957101f0da3d160ba5d73ef8134f2da0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I07.md	eda8e3097740f1eff737b6985c5cab6cf42183ee038c55d58d59418a561c14f2	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I07-008	281	187-R2-I07	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/FoxRunWireHardeningValidation.cs@0acd946a6f8f66ec1092b9e586400928f78bb47a:1-EOF; current_primary_sha256=62f8e6af22ef897bad76f989dffddce51299acba56c5ebdc05f5e35c123e37da	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit-adapter	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i07-owner-revalidation.jsonl	2740c36efbf5cb611a9d5427820a182d957101f0da3d160ba5d73ef8134f2da0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I07.md	eda8e3097740f1eff737b6985c5cab6cf42183ee038c55d58d59418a561c14f2	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I07-009	282	187-R2-I07	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/FoxRunWireHardeningValidation.cs@0acd946a6f8f66ec1092b9e586400928f78bb47a:1-EOF; current_primary_sha256=62f8e6af22ef897bad76f989dffddce51299acba56c5ebdc05f5e35c123e37da	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit-adapter	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i07-owner-revalidation.jsonl	2740c36efbf5cb611a9d5427820a182d957101f0da3d160ba5d73ef8134f2da0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I07.md	eda8e3097740f1eff737b6985c5cab6cf42183ee038c55d58d59418a561c14f2	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I07-012	283	187-R2-I07	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase115HValidation.cs@43ab2957e8c1cc64ee13ed3bce9733deb63fa6cc:43; current_primary_sha256=8b3ebab8ece55f85c8be360312205c0005fadbb7194b65078512f3f7d05e0a97	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit-adapter	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i07-owner-revalidation.jsonl	2740c36efbf5cb611a9d5427820a182d957101f0da3d160ba5d73ef8134f2da0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I07.md	eda8e3097740f1eff737b6985c5cab6cf42183ee038c55d58d59418a561c14f2	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
187-R2-I07-013	284	187-R2-I07	P1	Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase115HValidation.cs@43ab2957e8c1cc64ee13ed3bce9733deb63fa6cc:43; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase163_51Validation.cs@c5c8e2bfc2b44ab440687f0125f9468a0791fde5:43; Packages/dev.unity2foxglove.sdk/Tests/Runtime/Phase163_56Validation.cs@f6692e5ea9d37459e49cd415adf17a0c303acc57:43; Packages/dev.unity2foxglove.sdk/Tests/Runtime/PhaseValidationRegistry.cs@6405fc636afdfc7505f59f9150865983b605f7be:43; current_primary_sha256=8b3ebab8ece55f85c8be360312205c0005fadbb7194b65078512f3f7d05e0a97	R4.1_REAL_ENV_REVALIDATION	PENDING_ROUTE_BINDING	OPENING_RECONCILIATION_ONLY	python -B Scripts/release/run_ci.py --only xunit-adapter	All CI checks passed.; source anchor rebound; no behavioral RED	0	NOT_RUN_AFTER_CORRECTION	PENDING_REVALIDATION	Bind current source anchor and source SHA; execute dedicated behavior/real entrypoint; generic owner-suite pass is insufficient	build/phase187-round4/r4.1-real-environment-revalidation/i-series/behavioral-repair-20260912/i07-owner-revalidation.jsonl	2740c36efbf5cb611a9d5427820a182d957101f0da3d160ba5d73ef8134f2da0	Plan/187_PHASE187_ROUND2_CLOSURE_REVIEW_REPORTS/187-R2-I07.md	eda8e3097740f1eff737b6985c5cab6cf42183ee038c55d58d59418a561c14f2	REFUTED	Prior REFUTED came from batch owner-suite mapping with PENDING_ROUTE_BINDING, OPENING_RECONCILIATION_ONLY, and empty source_files_sha256; it does not adjudicate this finding	REOPENED	R4.1-CORRECTION-227
